Date,Product_Category,Units_Sold,Unit_Price,Discount_Applied,Final_Price,Revenue,Marketing_Spend,Is_Weekend,Is_Holiday_Season,Macro_Economic_Index
2024-07-14,Skincare Bundle,16,150,0.0,150.0,2400.0,1000.0,1,0,109.77
2024-07-15,Eau de Parfum,52,120,0.0,120.0,6240.0,0.0,0,0,109.75
2024-07-15,Eau de Toilette,106,85,0.1,76.5,8109.0,500.0,0,0,109.75
2024-07-15,Home Fragrance,42,45,0.0,45.0,1890.0,500.0,0,0,109.75
2024-07-15,Skincare Bundle,51,150,0.0,150.0,7650.0,0.0,0,0,109.75
2024-07-16,Eau de Parfum,78,120,0.0,120.0,9360.0,0.0,0,0,109.73
2024-07-16,Eau de Toilette,86,85,0.2,68.0,5848.0,0.0,0,0,109.73
2024-07-16,Home Fragrance,42,45,0.3,31.5,1323.0,500.0,0,0,109.73
2024-07-16,Skincare Bundle,84,150,0.1,135.0,11340.0,500.0,0,0,109.73
2024-07-17,Eau de Parfum,29,120,0.0,120.0,3480.0,0.0,0,0,109.71
2024-07-17,Eau de Toilette,23,85,0.1,76.5,1759.5,0.0,0,0,109.71
2024-07-17,Home Fragrance,20,45,0.0,45.0,900.0,0.0,0,0,109.71
2024-07-17,Skincare Bundle,73,150,0.0,150.0,10950.0,500.0,0,0,109.71
2024-07-18,Eau de Parfum,47,120,0.1,108.0,5076.0,500.0,0,0,109.68
2024-07-18,Eau de Toilette,63,85,0.0,85.0,5355.0,0.0,0,0,109.68
2024-07-18,Home Fragrance,52,45,0.0,45.0,2340.0,1000.0,0,0,109.68
2024-07-18,Skincare Bundle,32,150,0.0,150.0,4800.0,0.0,0,0,109.68
2024-07-19,Eau de Parfum,55,120,0.1,108.0,5940.0,1000.0,0,0,109.66
2024-07-19,Eau de Toilette,99,85,0.0,85.0,8415.0,500.0,0,0,109.66
2024-07-19,Home Fragrance,16,45,0.2,36.0,576.0,0.0,0,0,109.66
2024-07-19,Skincare Bundle,26,150,0.0,150.0,3900.0,0.0,0,0,109.66
2024-07-20,Eau de Parfum,56,120,0.1,108.0,6048.0,1000.0,1,0,109.63
2024-07-20,Eau de Toilette,142,85,0.0,85.0,12070.0,500.0,1,0,109.63
2024-07-20,Home Fragrance,44,45,0.0,45.0,1980.0,0.0,1,0,109.63
2024-07-20,Skincare Bundle,65,150,0.0,150.0,9750.0,2500.0,1,0,109.63
2024-07-21,Eau de Parfum,74,120,0.0,120.0,8880.0,0.0,1,0,109.6
2024-07-21,Eau de Toilette,89,85,0.2,68.0,6052.0,0.0,1,0,109.6
2024-07-21,Home Fragrance,58,45,0.0,45.0,2610.0,0.0,1,0,109.6
2024-07-21,Skincare Bundle,51,150,0.3,105.0,5355.0,0.0,1,0,109.6
2024-07-22,Eau de Parfum,68,120,0.0,120.0,8160.0,,0,0,109.57
2024-07-22,Eau de Toilette,24,85,0.0,85.0,2040.0,1000.0,0,0,109.57
2024-07-22,Home Fragrance,42,45,0.0,45.0,1890.0,0.0,0,0,109.57
2024-07-22,Skincare Bundle,45,150,0.0,150.0,6750.0,0.0,0,0,109.57
2024-07-23,Eau de Parfum,74,120,0.2,96.0,7104.0,500.0,0,0,109.54
2024-07-23,Eau de Toilette,54,85,0.0,85.0,4590.0,0.0,0,0,109.54
2024-07-23,Home Fragrance,27,45,0.1,40.5,1093.5,0.0,0,0,109.54
2024-07-23,Skincare Bundle,30,150,0.0,150.0,4500.0,500.0,0,0,109.54
2024-07-24,Eau de Parfum,35,120,0.1,108.0,3780.0,0.0,0,0,109.51
2024-07-24,Eau de Toilette,65,85,0.0,85.0,5525.0,0.0,0,0,109.51
2024-07-24,Home Fragrance,56,45,0.1,40.5,2268.0,1000.0,0,0,109.51
2024-07-24,Skincare Bundle,33,150,0.2,120.0,3960.0,0.0,0,0,109.51
2024-07-25,Eau de Parfum,43,120,0.1,108.0,4644.0,0.0,0,0,109.48
2024-07-25,Eau de Toilette,107,85,0.0,85.0,9095.0,1000.0,0,0,109.48
2024-07-25,Home Fragrance,74,45,0.0,45.0,3330.0,0.0,0,0,109.48
2024-07-25,Skincare Bundle,59,150,0.0,150.0,8850.0,500.0,0,0,109.48
2024-07-26,Eau de Parfum,23,120,0.1,108.0,2484.0,0.0,0,0,109.45
2024-07-26,Eau de Toilette,148,85,0.0,85.0,12580.0,1000.0,0,0,109.45
2024-07-26,Home Fragrance,50,45,0.2,36.0,1800.0,0.0,0,0,109.45
2024-07-26,Skincare Bundle,50,150,0.0,150.0,7500.0,0.0,0,0,109.45
2024-07-27,Eau de Parfum,27,120,0.1,108.0,2916.0,0.0,1,0,109.42
2024-07-27,Eau de Toilette,92,85,0.0,85.0,7820.0,1000.0,1,0,109.42
2024-07-27,Home Fragrance,48,45,0.0,45.0,2160.0,0.0,1,0,109.42
2024-07-27,Skincare Bundle,64,150,0.0,150.0,9600.0,0.0,1,0,109.42
2024-07-28,Eau de Parfum,41,120,0.2,96.0,3936.0,0.0,1,0,109.38
2024-07-28,Eau de Toilette,69,85,0.0,85.0,5865.0,0.0,1,0,109.38
2024-07-28,Home Fragrance,67,45,0.0,45.0,3015.0,0.0,1,0,109.38
2024-07-28,Skincare Bundle,48,150,0.0,150.0,7200.0,0.0,1,0,109.38
2024-07-29,Eau de Parfum,71,120,0.0,120.0,8520.0,0.0,0,0,109.35
2024-07-29,Eau de Toilette,77,85,0.0,85.0,6545.0,0.0,0,0,109.35
2024-07-29,Home Fragrance,25,45,0.2,36.0,900.0,0.0,0,0,109.35
2024-07-29,Skincare Bundle,90,150,0.0,150.0,13500.0,500.0,0,0,109.35
2024-07-30,Eau de Parfum,30,120,0.2,96.0,2880.0,0.0,0,0,109.31
2024-07-30,Eau de Toilette,58,85,0.0,85.0,4930.0,0.0,0,0,109.31
2024-07-30,Home Fragrance,41,45,0.0,45.0,1845.0,0.0,0,0,109.31
2024-07-30,Skincare Bundle,52,150,0.1,135.0,7020.0,0.0,0,0,109.31
2024-07-31,Eau de Parfum,28,120,0.1,108.0,3024.0,0.0,0,0,109.27
2024-07-31,Eau de Toilette,139,85,0.0,85.0,11815.0,2500.0,0,0,109.27
2024-07-31,Home Fragrance,53,45,0.0,45.0,2385.0,500.0,0,0,109.27
2024-07-31,Skincare Bundle,25,150,0.0,150.0,3750.0,0.0,0,0,109.27
2024-08-01,Eau de Parfum,44,120,0.0,120.0,5280.0,0.0,0,0,109.24
2024-08-01,Eau de Toilette,112,85,0.1,76.5,8568.0,2500.0,0,0,109.24
2024-08-01,Home Fragrance,50,45,0.1,40.5,2025.0,1000.0,0,0,109.24
2024-08-01,Skincare Bundle,55,150,0.0,150.0,8250.0,0.0,0,0,109.24
2024-08-02,Eau de Parfum,33,120,0.0,120.0,3960.0,0.0,0,0,109.2
2024-08-02,Eau de Toilette,61,85,0.0,85.0,5185.0,500.0,0,0,109.2
2024-08-02,Home Fragrance,15,45,0.0,45.0,675.0,500.0,0,0,109.2
2024-08-02,Skincare Bundle,41,150,0.0,150.0,6150.0,0.0,0,0,109.2
2024-08-03,Eau de Parfum,61,120,0.0,120.0,7320.0,500.0,1,0,109.16
2024-08-03,Eau de Toilette,69,85,0.0,85.0,5865.0,1000.0,1,0,109.16
2024-08-03,Home Fragrance,70,45,0.0,45.0,3150.0,0.0,1,0,109.16
2024-08-03,Skincare Bundle,55,150,0.0,150.0,8250.0,0.0,1,0,109.16
2024-08-04,Eau de Parfum,32,120,0.0,120.0,3840.0,0.0,1,0,109.12
2024-08-04,Eau de Toilette,59,85,0.1,76.5,4513.5,0.0,1,0,109.12
2024-08-04,Home Fragrance,53,45,0.0,45.0,2385.0,500.0,1,0,109.12
2024-08-04,Skincare Bundle,94,150,0.0,150.0,14100.0,0.0,1,0,109.12
2024-08-05,Eau de Parfum,50,120,0.0,120.0,6000.0,1000.0,0,0,109.08
2024-08-05,Eau de Toilette,60,85,0.1,76.5,4590.0,1000.0,0,0,109.08
2024-08-05,Home Fragrance,95,45,0.0,45.0,4275.0,500.0,0,0,109.08
2024-08-05,Skincare Bundle,70,150,0.0,150.0,10500.0,1000.0,0,0,109.08
2024-08-06,Eau de Parfum,58,120,0.1,108.0,6264.0,500.0,0,0,109.03
2024-08-06,Eau de Toilette,50,85,0.0,85.0,4250.0,500.0,0,0,109.03
2024-08-06,Home Fragrance,52,45,0.0,45.0,2340.0,0.0,0,0,109.03
2024-08-06,Skincare Bundle,21,150,0.3,105.0,2205.0,0.0,0,0,109.03
2024-08-07,Eau de Parfum,48,120,0.1,108.0,5184.0,0.0,0,0,108.99
2024-08-07,Eau de Toilette,47,85,0.0,85.0,3995.0,0.0,0,0,108.99
2024-08-07,Home Fragrance,46,45,0.2,36.0,1656.0,1000.0,0,0,108.99
2024-08-07,Skincare Bundle,48,150,0.1,135.0,6480.0,0.0,0,0,108.99
2024-08-08,Eau de Parfum,67,120,0.0,120.0,8040.0,1000.0,0,0,108.95
2024-08-08,Eau de Toilette,71,85,0.1,76.5,5431.5,500.0,0,0,108.95
2024-08-08,Home Fragrance,45,45,0.0,45.0,2025.0,1000.0,0,0,108.95
2024-08-08,Skincare Bundle,61,150,0.0,150.0,9150.0,0.0,0,0,108.95
2024-08-09,Eau de Parfum,78,120,0.0,120.0,9360.0,1000.0,0,0,108.9
2024-08-09,Eau de Toilette,58,85,0.3,59.5,3451.0,0.0,0,0,108.9
2024-08-09,Home Fragrance,52,45,0.0,45.0,2340.0,0.0,0,0,108.9
2024-08-09,Skincare Bundle,36,150,0.0,150.0,5400.0,0.0,0,0,108.9
2024-08-10,Eau de Parfum,50,120,0.0,120.0,6000.0,500.0,1,0,108.85
2024-08-10,Eau de Toilette,66,85,0.2,68.0,4488.0,0.0,1,0,108.85
2024-08-10,Home Fragrance,104,45,0.2,36.0,3744.0,500.0,1,0,108.85
2024-08-10,Skincare Bundle,89,150,0.0,150.0,13350.0,1000.0,1,0,108.85
2024-08-11,Eau de Parfum,95,120,0.3,84.0,7980.0,2500.0,1,0,108.81
2024-08-11,Eau de Toilette,57,85,0.1,76.5,4360.5,1000.0,1,0,108.81
2024-08-11,Home Fragrance,73,45,0.0,45.0,3285.0,0.0,1,0,108.81
2024-08-11,Skincare Bundle,55,150,0.1,135.0,7425.0,500.0,1,0,108.81
2024-08-12,Eau de Parfum,62,120,0.0,120.0,7440.0,500.0,0,0,108.76
2024-08-12,Eau de Toilette,40,85,0.0,85.0,3400.0,2500.0,0,0,108.76
2024-08-12,Home Fragrance,46,45,0.0,45.0,2070.0,0.0,0,0,108.76
2024-08-12,Skincare Bundle,35,150,0.0,150.0,5250.0,500.0,0,0,108.76
2024-08-13,Eau de Parfum,36,120,0.0,120.0,4320.0,0.0,0,0,108.71
2024-08-13,Eau de Toilette,31,85,0.0,85.0,2635.0,0.0,0,0,108.71
2024-08-13,Home Fragrance,18,45,0.0,45.0,810.0,0.0,0,0,108.71
2024-08-13,Skincare Bundle,44,150,0.0,150.0,6600.0,1000.0,0,0,108.71
2024-08-14,Eau de Parfum,64,120,0.0,120.0,7680.0,500.0,0,0,108.66
2024-08-14,Eau de Toilette,46,85,0.1,76.5,3519.0,0.0,0,0,108.66
2024-08-14,Home Fragrance,65,45,0.2,36.0,2340.0,1000.0,0,0,108.66
2024-08-14,Skincare Bundle,70,150,0.1,135.0,9450.0,500.0,0,0,108.66
2024-08-15,Eau de Parfum,69,120,0.0,120.0,8280.0,0.0,0,0,108.61
2024-08-15,Eau de Toilette,45,85,0.2,68.0,3060.0,0.0,0,0,108.61
2024-08-15,Home Fragrance,38,45,0.1,40.5,1539.0,500.0,0,0,108.61
2024-08-15,Skincare Bundle,36,150,0.0,150.0,5400.0,0.0,0,0,108.61
2024-08-16,Eau de Parfum,49,120,0.0,120.0,5880.0,0.0,0,0,108.56
2024-08-16,Eau de Toilette,72,85,0.0,85.0,6120.0,0.0,0,0,108.56
2024-08-16,Home Fragrance,35,45,0.0,45.0,1575.0,0.0,0,0,108.56
2024-08-16,Skincare Bundle,29,150,0.2,120.0,3480.0,,0,0,108.56
2024-08-17,Eau de Parfum,68,120,0.2,96.0,6528.0,0.0,1,0,108.51
2024-08-17,Eau de Toilette,76,85,0.2,68.0,5168.0,500.0,1,0,108.51
2024-08-17,Home Fragrance,88,45,0.0,45.0,3960.0,0.0,1,0,108.51
2024-08-17,Skincare Bundle,59,150,0.0,150.0,8850.0,0.0,1,0,108.51
2024-08-18,Eau de Parfum,59,120,0.0,120.0,7080.0,0.0,1,0,108.46
2024-08-18,Eau de Toilette,61,85,0.0,85.0,5185.0,0.0,1,0,108.46
2024-08-18,Home Fragrance,75,45,0.0,45.0,3375.0,0.0,1,0,108.46
2024-08-18,Skincare Bundle,55,150,0.1,135.0,7425.0,,1,0,108.46
2024-08-19,Eau de Parfum,43,120,0.2,96.0,4128.0,0.0,0,0,108.4
2024-08-19,Eau de Toilette,67,85,0.0,85.0,5695.0,0.0,0,0,108.4
2024-08-19,Home Fragrance,62,45,0.1,40.5,2511.0,,0,0,108.4
2024-08-19,Skincare Bundle,57,150,0.0,150.0,8550.0,0.0,0,0,108.4
2024-08-20,Eau de Parfum,82,120,0.1,108.0,8856.0,500.0,0,0,108.35
2024-08-20,Eau de Toilette,38,85,0.1,76.5,2907.0,0.0,0,0,108.35
2024-08-20,Home Fragrance,74,45,0.0,45.0,3330.0,0.0,0,0,108.35
2024-08-20,Skincare Bundle,47,150,0.0,150.0,7050.0,1000.0,0,0,108.35
2024-08-21,Eau de Parfum,70,120,0.0,120.0,8400.0,2500.0,0,0,108.29
2024-08-21,Eau de Toilette,44,85,0.3,59.5,2618.0,0.0,0,0,108.29
2024-08-21,Home Fragrance,30,45,0.0,45.0,1350.0,0.0,0,0,108.29
2024-08-21,Skincare Bundle,52,150,0.0,150.0,7800.0,0.0,0,0,108.29
2024-08-22,Eau de Parfum,56,120,0.2,96.0,5376.0,0.0,0,0,108.23
2024-08-22,Eau de Toilette,40,85,0.0,85.0,3400.0,0.0,0,0,108.23
2024-08-22,Home Fragrance,56,45,0.2,36.0,2016.0,0.0,0,0,108.23
2024-08-22,Skincare Bundle,50,150,0.0,150.0,7500.0,0.0,0,0,108.23
2024-08-23,Eau de Parfum,41,120,0.0,120.0,4920.0,0.0,0,0,108.18
2024-08-23,Eau de Toilette,107,85,0.0,85.0,9095.0,1000.0,0,0,108.18
2024-08-23,Home Fragrance,55,45,0.0,45.0,2475.0,0.0,0,0,108.18
2024-08-23,Skincare Bundle,64,150,0.1,135.0,8640.0,500.0,0,0,108.18
2024-08-24,Eau de Parfum,128,120,0.1,108.0,13824.0,1000.0,1,0,108.12
2024-08-24,Eau de Toilette,23,85,0.0,85.0,1955.0,500.0,1,0,108.12
2024-08-24,Home Fragrance,75,45,0.0,45.0,3375.0,0.0,1,0,108.12
2024-08-24,Skincare Bundle,70,150,0.0,150.0,10500.0,0.0,1,0,108.12
2024-08-25,Eau de Parfum,98,120,0.0,120.0,11760.0,0.0,1,0,108.06
2024-08-25,Eau de Toilette,73,85,0.0,85.0,6205.0,500.0,1,0,108.06
2024-08-25,Home Fragrance,87,45,0.0,45.0,3915.0,0.0,1,0,108.06
2024-08-25,Skincare Bundle,68,150,0.3,105.0,7140.0,0.0,1,0,108.06
2024-08-26,Eau de Parfum,44,120,0.2,96.0,4224.0,500.0,0,0,108.0
2024-08-26,Eau de Toilette,41,85,0.0,85.0,3485.0,0.0,0,0,108.0
2024-08-26,Home Fragrance,74,45,0.0,45.0,3330.0,500.0,0,0,108.0
2024-08-26,Skincare Bundle,52,150,0.0,150.0,7800.0,0.0,0,0,108.0
2024-08-27,Eau de Parfum,48,120,0.0,120.0,5760.0,0.0,0,0,107.94
2024-08-27,Eau de Toilette,50,85,0.1,76.5,3825.0,500.0,0,0,107.94
2024-08-27,Home Fragrance,32,45,0.1,40.5,1296.0,1000.0,0,0,107.94
2024-08-27,Skincare Bundle,62,150,0.0,150.0,9300.0,0.0,0,0,107.94
2024-08-28,Eau de Parfum,18,120,0.0,120.0,2160.0,1000.0,0,0,107.88
2024-08-28,Eau de Toilette,57,85,0.0,85.0,4845.0,0.0,0,0,107.88
2024-08-28,Home Fragrance,52,45,0.0,45.0,2340.0,0.0,0,0,107.88
2024-08-28,Skincare Bundle,31,150,0.2,120.0,3720.0,0.0,0,0,107.88
2024-08-29,Eau de Parfum,96,120,0.0,120.0,11520.0,1000.0,0,0,107.82
2024-08-29,Eau de Toilette,94,85,0.2,68.0,6392.0,2500.0,0,0,107.82
2024-08-29,Home Fragrance,68,45,0.0,45.0,3060.0,2500.0,0,0,107.82
2024-08-29,Skincare Bundle,33,150,0.0,150.0,4950.0,500.0,0,0,107.82
2024-08-30,Eau de Parfum,82,120,0.0,120.0,9840.0,0.0,0,0,107.76
2024-08-30,Eau de Toilette,30,85,0.0,85.0,2550.0,500.0,0,0,107.76
2024-08-30,Home Fragrance,74,45,0.0,45.0,3330.0,2500.0,0,0,107.76
2024-08-30,Skincare Bundle,37,150,0.0,150.0,5550.0,0.0,0,0,107.76
2024-08-31,Eau de Parfum,27,120,0.2,96.0,2592.0,500.0,1,0,107.69
2024-08-31,Eau de Toilette,68,85,0.0,85.0,5780.0,,1,0,107.69
2024-08-31,Home Fragrance,36,45,0.2,36.0,1296.0,,1,0,107.69
2024-08-31,Skincare Bundle,89,150,0.0,150.0,13350.0,0.0,1,0,107.69
2024-09-01,Eau de Parfum,85,120,0.0,120.0,10200.0,0.0,1,0,107.63
2024-09-01,Eau de Toilette,73,85,0.1,76.5,5584.5,0.0,1,0,107.63
2024-09-01,Home Fragrance,81,45,0.0,45.0,3645.0,0.0,1,0,107.63
2024-09-01,Skincare Bundle,63,150,0.0,150.0,9450.0,0.0,1,0,107.63
2024-09-02,Eau de Parfum,51,120,0.2,96.0,4896.0,0.0,0,0,107.56
2024-09-02,Eau de Toilette,50,85,0.0,85.0,4250.0,500.0,0,0,107.56
2024-09-02,Home Fragrance,54,45,0.0,45.0,2430.0,0.0,0,0,107.56
2024-09-02,Skincare Bundle,68,150,0.1,135.0,9180.0,500.0,0,0,107.56
2024-09-03,Eau de Parfum,57,120,0.0,120.0,6840.0,0.0,0,0,107.5
2024-09-03,Eau de Toilette,60,85,0.0,85.0,5100.0,500.0,0,0,107.5
2024-09-03,Home Fragrance,55,45,0.0,45.0,2475.0,500.0,0,0,107.5
2024-09-03,Skincare Bundle,55,150,0.0,150.0,8250.0,0.0,0,0,107.5
2024-09-04,Eau de Parfum,50,120,0.0,120.0,6000.0,0.0,0,0,107.43
2024-09-04,Eau de Toilette,72,85,0.0,85.0,6120.0,0.0,0,0,107.43
2024-09-04,Home Fragrance,57,45,0.0,45.0,2565.0,0.0,0,0,107.43
2024-09-04,Skincare Bundle,60,150,0.0,150.0,9000.0,1000.0,0,0,107.43
2024-09-05,Eau de Parfum,42,120,0.0,120.0,5040.0,0.0,0,0,107.36
2024-09-05,Eau de Toilette,38,85,0.0,85.0,3230.0,0.0,0,0,107.36
2024-09-05,Home Fragrance,68,45,0.0,45.0,3060.0,,0,0,107.36
2024-09-05,Skincare Bundle,86,150,0.2,120.0,10320.0,2500.0,0,0,107.36
2024-09-06,Eau de Parfum,80,120,0.0,120.0,9600.0,1000.0,0,0,107.29
2024-09-06,Eau de Toilette,65,85,0.1,76.5,4972.5,0.0,0,0,107.29
2024-09-06,Home Fragrance,33,45,0.0,45.0,1485.0,0.0,0,0,107.29
2024-09-06,Skincare Bundle,49,150,0.0,150.0,7350.0,0.0,0,0,107.29
2024-09-07,Eau de Parfum,75,120,0.1,108.0,8100.0,0.0,1,0,107.23
2024-09-07,Eau de Toilette,56,85,0.1,76.5,4284.0,0.0,1,0,107.23
2024-09-07,Home Fragrance,80,45,0.0,45.0,3600.0,0.0,1,0,107.23
2024-09-07,Skincare Bundle,61,150,0.0,150.0,9150.0,0.0,1,0,107.23
2024-09-08,Eau de Parfum,53,120,0.0,120.0,6360.0,,1,0,107.16
2024-09-08,Eau de Toilette,106,85,0.0,85.0,9010.0,1000.0,1,0,107.16
2024-09-08,Home Fragrance,64,45,0.0,45.0,2880.0,0.0,1,0,107.16
2024-09-08,Skincare Bundle,144,150,0.2,120.0,17280.0,2500.0,1,0,107.16
2024-09-09,Eau de Parfum,35,120,0.0,120.0,4200.0,0.0,0,0,107.09
2024-09-09,Eau de Toilette,58,85,0.0,85.0,4930.0,0.0,0,0,107.09
2024-09-09,Home Fragrance,49,45,0.0,45.0,2205.0,0.0,0,0,107.09
2024-09-09,Skincare Bundle,67,150,0.1,135.0,9045.0,0.0,0,0,107.09
2024-09-10,Eau de Parfum,25,120,0.2,96.0,2400.0,1000.0,0,0,107.02
2024-09-10,Eau de Toilette,49,85,0.2,68.0,3332.0,1000.0,0,0,107.02
2024-09-10,Home Fragrance,48,45,0.0,45.0,2160.0,0.0,0,0,107.02
2024-09-10,Skincare Bundle,54,150,0.0,150.0,8100.0,0.0,0,0,107.02
2024-09-11,Eau de Parfum,32,120,0.1,108.0,3456.0,500.0,0,0,106.94
2024-09-11,Eau de Toilette,51,85,0.0,85.0,4335.0,0.0,0,0,106.94
2024-09-11,Home Fragrance,61,45,0.1,40.5,2470.5,0.0,0,0,106.94
2024-09-11,Skincare Bundle,57,150,0.0,150.0,8550.0,500.0,0,0,106.94
2024-09-12,Eau de Parfum,74,120,0.0,120.0,8880.0,1000.0,0,0,106.87
2024-09-12,Eau de Toilette,77,85,0.2,68.0,5236.0,1000.0,0,0,106.87
2024-09-12,Home Fragrance,71,45,0.2,36.0,2556.0,2500.0,0,0,106.87
2024-09-12,Skincare Bundle,60,150,0.0,150.0,9000.0,0.0,0,0,106.87
2024-09-13,Eau de Parfum,43,120,0.0,120.0,5160.0,500.0,0,0,106.8
2024-09-13,Eau de Toilette,13,85,0.0,85.0,1105.0,0.0,0,0,106.8
2024-09-13,Home Fragrance,43,45,0.0,45.0,1935.0,0.0,0,0,106.8
2024-09-13,Skincare Bundle,45,150,0.0,150.0,6750.0,2500.0,0,0,106.8
2024-09-14,Eau de Parfum,82,120,0.0,120.0,9840.0,500.0,1,0,106.72
2024-09-14,Eau de Toilette,119,85,0.1,76.5,9103.5,1000.0,1,0,106.72
2024-09-14,Home Fragrance,77,45,0.0,45.0,3465.0,500.0,1,0,106.72
2024-09-14,Skincare Bundle,59,150,0.0,150.0,8850.0,0.0,1,0,106.72
2024-09-15,Eau de Parfum,79,120,0.0,120.0,9480.0,1000.0,1,0,106.65
2024-09-15,Eau de Toilette,50,85,0.0,85.0,4250.0,0.0,1,0,106.65
2024-09-15,Home Fragrance,96,45,0.0,45.0,4320.0,0.0,1,0,106.65
2024-09-15,Skincare Bundle,85,150,0.0,150.0,12750.0,1000.0,1,0,106.65
2024-09-16,Eau de Parfum,36,120,0.0,120.0,4320.0,0.0,0,0,106.58
2024-09-16,Eau de Toilette,53,85,0.1,76.5,4054.5,0.0,0,0,106.58
2024-09-16,Home Fragrance,47,45,0.0,45.0,2115.0,500.0,0,0,106.58
2024-09-16,Skincare Bundle,94,150,0.0,150.0,14100.0,2500.0,0,0,106.58
2024-09-17,Eau de Parfum,38,120,0.1,108.0,4104.0,0.0,0,0,106.5
2024-09-17,Eau de Toilette,91,85,0.0,85.0,7735.0,500.0,0,0,106.5
2024-09-17,Home Fragrance,49,45,0.1,40.5,1984.5,0.0,0,0,106.5
2024-09-17,Skincare Bundle,56,150,0.0,150.0,8400.0,0.0,0,0,106.5
2024-09-18,Eau de Parfum,62,120,0.0,120.0,7440.0,0.0,0,0,106.42
2024-09-18,Eau de Toilette,55,85,0.0,85.0,4675.0,1000.0,0,0,106.42
2024-09-18,Home Fragrance,40,45,0.0,45.0,1800.0,500.0,0,0,106.42
2024-09-18,Skincare Bundle,44,150,0.1,135.0,5940.0,0.0,0,0,106.42
2024-09-19,Eau de Parfum,32,120,0.2,96.0,3072.0,500.0,0,0,106.35
2024-09-19,Eau de Toilette,33,85,0.1,76.5,2524.5,1000.0,0,0,106.35
2024-09-19,Home Fragrance,36,45,0.0,45.0,1620.0,0.0,0,0,106.35
2024-09-19,Skincare Bundle,47,150,0.0,150.0,7050.0,1000.0,0,0,106.35
2024-09-20,Eau de Parfum,31,120,0.0,120.0,3720.0,0.0,0,0,106.27
2024-09-20,Eau de Toilette,52,85,0.0,85.0,4420.0,1000.0,0,0,106.27
2024-09-20,Home Fragrance,42,45,0.0,45.0,1890.0,1000.0,0,0,106.27
2024-09-20,Skincare Bundle,39,150,0.2,120.0,4680.0,500.0,0,0,106.27
2024-09-21,Eau de Parfum,56,120,0.0,120.0,6720.0,1000.0,1,0,106.19
2024-09-21,Eau de Toilette,80,85,0.0,85.0,6800.0,500.0,1,0,106.19
2024-09-21,Home Fragrance,50,45,0.0,45.0,2250.0,0.0,1,0,106.19
2024-09-21,Skincare Bundle,105,150,0.1,135.0,14175.0,0.0,1,0,106.19
2024-09-22,Eau de Parfum,71,120,0.0,120.0,8520.0,500.0,1,0,106.11
2024-09-22,Eau de Toilette,80,85,0.0,85.0,6800.0,0.0,1,0,106.11
2024-09-22,Home Fragrance,127,45,0.0,45.0,5715.0,1000.0,1,0,106.11
2024-09-22,Skincare Bundle,44,150,0.1,135.0,5940.0,0.0,1,0,106.11
2024-09-23,Eau de Parfum,90,120,0.0,120.0,10800.0,1000.0,0,0,106.03
2024-09-23,Eau de Toilette,50,85,0.2,68.0,3400.0,2500.0,0,0,106.03
2024-09-23,Home Fragrance,47,45,0.3,31.5,1480.5,0.0,0,0,106.03
2024-09-23,Skincare Bundle,65,150,0.0,150.0,9750.0,500.0,0,0,106.03
2024-09-24,Eau de Parfum,54,120,0.0,120.0,6480.0,0.0,0,0,105.95
2024-09-24,Eau de Toilette,45,85,0.2,68.0,3060.0,1000.0,0,0,105.95
2024-09-24,Home Fragrance,46,45,0.1,40.5,1863.0,0.0,0,0,105.95
2024-09-24,Skincare Bundle,54,150,0.0,150.0,8100.0,1000.0,0,0,105.95
2024-09-25,Eau de Parfum,41,120,0.0,120.0,4920.0,1000.0,0,0,105.87
2024-09-25,Eau de Toilette,73,85,0.0,85.0,6205.0,0.0,0,0,105.87
2024-09-25,Home Fragrance,55,45,0.0,45.0,2475.0,500.0,0,0,105.87
2024-09-25,Skincare Bundle,26,150,0.1,135.0,3510.0,0.0,0,0,105.87
2024-09-26,Eau de Parfum,50,120,0.0,120.0,6000.0,500.0,0,0,105.79
2024-09-26,Eau de Toilette,49,85,0.3,59.5,2915.5,0.0,0,0,105.79
2024-09-26,Home Fragrance,55,45,0.0,45.0,2475.0,1000.0,0,0,105.79
2024-09-26,Skincare Bundle,17,150,0.0,150.0,2550.0,0.0,0,0,105.79
2024-09-27,Eau de Parfum,61,120,0.0,120.0,7320.0,500.0,0,0,105.71
2024-09-27,Eau de Toilette,81,85,0.1,76.5,6196.5,2500.0,0,0,105.71
2024-09-27,Home Fragrance,47,45,0.1,40.5,1903.5,0.0,0,0,105.71
2024-09-27,Skincare Bundle,34,150,0.0,150.0,5100.0,500.0,0,0,105.71
2024-09-28,Eau de Parfum,66,120,0.0,120.0,7920.0,0.0,1,0,105.63
2024-09-28,Eau de Toilette,45,85,0.0,85.0,3825.0,0.0,1,0,105.63
2024-09-28,Home Fragrance,85,45,0.0,45.0,3825.0,0.0,1,0,105.63
2024-09-28,Skincare Bundle,92,150,0.0,150.0,13800.0,0.0,1,0,105.63
2024-09-29,Eau de Parfum,57,120,0.1,108.0,6156.0,0.0,1,0,105.54
2024-09-29,Eau de Toilette,79,85,0.1,76.5,6043.5,500.0,1,0,105.54
2024-09-29,Home Fragrance,67,45,0.0,45.0,3015.0,500.0,1,0,105.54
2024-09-29,Skincare Bundle,68,150,0.0,150.0,10200.0,0.0,1,0,105.54
2024-09-30,Eau de Parfum,65,120,0.0,120.0,7800.0,0.0,0,0,105.46
